AGENCY	Site	Date	Q	Status
USGS	11523200	1982-06-21	498	A
USGS	11523200	1982-06-22	441	A
USGS	11523200	1982-06-23	403	A
USGS	11523200	1982-06-24	406	A
USGS	11523200	1982-06-25	390	A
USGS	11523200	1982-06-26	413	A
USGS	11523200	1982-06-27	425	A
USGS	11523200	1982-06-28	434	A
USGS	11523200	1982-06-29	793	A
USGS	11523200	1982-06-30	528	A
USGS	11523200	1982-07-01	445	A
USGS	11523200	1982-07-02	408	A
USGS	11523200	1982-07-03	367	A
USGS	11523200	1982-07-04	329	A
USGS	11523200	1982-07-05	301	A
USGS	11523200	1982-07-06	278	A
USGS	11523200	1982-07-07	266	A
USGS	11523200	1982-07-08	251	A
USGS	11523200	1982-07-09	236	A
USGS	11523200	1982-07-10	228	A
USGS	11523200	1982-07-11	215	A
USGS	11523200	1982-07-12	207	A
USGS	11523200	1982-07-13	197	A
USGS	11523200	1982-07-14	188	A
USGS	11523200	1982-07-15	178	A
USGS	11523200	1982-07-16	170	A
USGS	11523200	1982-07-17	163	A
USGS	11523200	1982-07-18	157	A
USGS	11523200	1982-07-19	152	A
USGS	11523200	1982-07-20	145	A
USGS	11523200	1982-07-21	141	A
USGS	11523200	1982-07-22	135	A
USGS	11523200	1982-07-23	132	A
USGS	11523200	1982-07-24	126	A
USGS	11523200	1982-07-25	122	A
USGS	11523200	1982-07-26	118	A
USGS	11523200	1982-07-27	115	A
USGS	11523200	1982-07-28	110	A
USGS	11523200	1982-07-29	107	A
USGS	11523200	1982-07-30	103	A
USGS	11523200	1982-07-31	101	A
USGS	11523200	1982-08-01	96.0	A
USGS	11523200	1982-08-02	93.0	A
USGS	11523200	1982-08-03	91.0	A
USGS	11523200	1982-08-04	89.0	A
USGS	11523200	1982-08-05	88.0	A
USGS	11523200	1982-08-06	86.0	A
USGS	11523200	1982-08-07	82.0	A
USGS	11523200	1982-08-08	82.0	A
USGS	11523200	1982-08-09	79.0	A
USGS	11523200	1982-08-10	77.0	A
USGS	11523200	1982-08-11	77.0	A
USGS	11523200	1982-08-12	75.0	A
USGS	11523200	1982-08-13	73.0	A
USGS	11523200	1982-08-14	71.0	A
USGS	11523200	1982-08-15	71.0	A
USGS	11523200	1982-08-16	70.0	A
USGS	11523200	1982-08-17	68.0	A
USGS	11523200	1982-08-18	67.0	A
USGS	11523200	1982-08-19	65.0	A
USGS	11523200	1982-08-20	63.0	A
USGS	11523200	1982-08-21	63.0	A
USGS	11523200	1982-08-22	62.0	A
USGS	11523200	1982-08-23	61.0	A
USGS	11523200	1982-08-24	59.0	A
USGS	11523200	1982-08-25	59.0	A
USGS	11523200	1982-08-26	59.0	A
USGS	11523200	1982-08-27	57.0	A
USGS	11523200	1982-08-28	57.0	A
USGS	11523200	1982-08-29	61.0	A
USGS	11523200	1982-08-30	61.0	A
USGS	11523200	1982-08-31	58.0	A
USGS	11523200	1982-09-01	57.0	A
USGS	11523200	1982-09-02	54.0	A
USGS	11523200	1982-09-03	54.0	A
USGS	11523200	1982-09-04	54.0	A
USGS	11523200	1982-09-05	53.0	A
USGS	11523200	1982-09-06	52.0	A
USGS	11523200	1982-09-07	51.0	A
USGS	11523200	1982-09-08	49.0	A
USGS	11523200	1982-09-09	49.0	A
USGS	11523200	1982-09-10	48.0	A
USGS	11523200	1982-09-11	47.0	A
USGS	11523200	1982-09-12	47.0	A
USGS	11523200	1982-09-13	47.0	A
USGS	11523200	1982-09-14	47.0	A
USGS	11523200	1982-09-15	46.0	A
USGS	11523200	1982-09-16	47.0	A
USGS	11523200	1982-09-17	48.0	A
USGS	11523200	1982-09-18	57.0	A
USGS	11523200	1982-09-19	70.0	A
USGS	11523200	1982-09-20	59.0	A
USGS	11523200	1982-09-21	54.0	A
USGS	11523200	1982-09-22	51.0	A
USGS	11523200	1982-09-23	49.0	A
USGS	11523200	1982-09-24	57.0	A
USGS	11523200	1982-09-25	58.0	A
USGS	11523200	1982-09-26	53.0	A
USGS	11523200	1982-09-27	51.0	A
USGS	11523200	1982-09-28	50.0	A
USGS	11523200	1982-09-29	49.0	A
USGS	11523200	1982-09-30	48.0	A
USGS	11523200	1982-10-01	48.0	A
USGS	11523200	1982-10-02	47.0	A
USGS	11523200	1982-10-03	46.0	A
USGS	11523200	1982-10-04	46.0	A
USGS	11523200	1982-10-05	45.0	A
USGS	11523200	1982-10-06	54.0	A
USGS	11523200	1982-10-07	69.0	A
USGS	11523200	1982-10-08	64.0	A
USGS	11523200	1982-10-09	63.0	A
USGS	11523200	1982-10-10	60.0	A
USGS	11523200	1982-10-11	59.0	A
USGS	11523200	1982-10-12	57.0	A
USGS	11523200	1982-10-13	56.0	A
USGS	11523200	1982-10-14	55.0	A
USGS	11523200	1982-10-15	55.0	A
USGS	11523200	1982-10-16	55.0	A
USGS	11523200	1982-10-17	55.0	A
USGS	11523200	1982-10-18	55.0	A
USGS	11523200	1982-10-19	54.0	A
USGS	11523200	1982-10-20	58.0	A
USGS	11523200	1982-10-21	126	A
USGS	11523200	1982-10-22	594	A
USGS	11523200	1982-10-23	834	A
USGS	11523200	1982-10-24	360	A
USGS	11523200	1982-10-25	272	A
USGS	11523200	1982-10-26	293	A
USGS	11523200	1982-10-27	214	A
USGS	11523200	1982-10-28	183	A
USGS	11523200	1982-10-29	278	A
USGS	11523200	1982-10-30	307	A
USGS	11523200	1982-10-31	279	A
USGS	11523200	1982-11-01	233	A
USGS	11523200	1982-11-02	207	A
USGS	11523200	1982-11-03	190	A
USGS	11523200	1982-11-04	181	A
USGS	11523200	1982-11-05	178	A
USGS	11523200	1982-11-06	169	A
USGS	11523200	1982-11-07	161	A
USGS	11523200	1982-11-08	156	A
USGS	11523200	1982-11-09	150	A
USGS	11523200	1982-11-10	145	A
USGS	11523200	1982-11-11	138	A
USGS	11523200	1982-11-12	134	A
USGS	11523200	1982-11-13	130	A
USGS	11523200	1982-11-14	125	A
USGS	11523200	1982-11-15	124	A
USGS	11523200	1982-11-16	122	A
USGS	11523200	1982-11-17	137	A
USGS	11523200	1982-11-18	158	A
USGS	11523200	1982-11-19	159	A
USGS	11523200	1982-11-20	153	A
USGS	11523200	1982-11-21	150	A
USGS	11523200	1982-11-22	150	A
USGS	11523200	1982-11-23	156	A
USGS	11523200	1982-11-24	166	A
USGS	11523200	1982-11-25	160	A
USGS	11523200	1982-11-26	157	A
USGS	11523200	1982-11-27	216	A
USGS	11523200	1982-11-28	380	A
USGS	11523200	1982-11-29	481	A
USGS	11523200	1982-11-30	382	A
USGS	11523200	1982-12-01	288	A
USGS	11523200	1982-12-02	245	A
USGS	11523200	1982-12-03	221	A
USGS	11523200	1982-12-04	235	A
USGS	11523200	1982-12-05	271	A
USGS	11523200	1982-12-06	342	A
USGS	11523200	1982-12-07	316	A
USGS	11523200	1982-12-08	275	A
USGS	11523200	1982-12-09	253	A
USGS	11523200	1982-12-10	234	A
USGS	11523200	1982-12-11	221	A
USGS	11523200	1982-12-12	220	A
USGS	11523200	1982-12-13	215	A
USGS	11523200	1982-12-14	208	A
USGS	11523200	1982-12-15	270	A
USGS	11523200	1982-12-16	1370	A
USGS	11523200	1982-12-17	1250	A
USGS	11523200	1982-12-18	613	A
USGS	11523200	1982-12-19	459	A
USGS	11523200	1982-12-20	441	A
USGS	11523200	1982-12-21	573	A
USGS	11523200	1982-12-22	467	A
USGS	11523200	1982-12-23	383	A
USGS	11523200	1982-12-24	322	A
USGS	11523200	1982-12-25	292	A
USGS	11523200	1982-12-26	278	A
USGS	11523200	1982-12-27	269	A
USGS	11523200	1982-12-28	253	A
USGS	11523200	1982-12-29	239	A
USGS	11523200	1982-12-30	232	A
USGS	11523200	1982-12-31	226	A
USGS	11523200	1983-01-01	221	A
USGS	11523200	1983-01-02	218	A
USGS	11523200	1983-01-03	213	A
USGS	11523200	1983-01-04	210	A
USGS	11523200	1983-01-05	210	A
USGS	11523200	1983-01-06	224	A
USGS	11523200	1983-01-07	244	A
USGS	11523200	1983-01-08	288	A
USGS	11523200	1983-01-09	302	A
USGS	11523200	1983-01-10	298	A
USGS	11523200	1983-01-11	292	A
USGS	11523200	1983-01-12	296	A
USGS	11523200	1983-01-13	302	A
USGS	11523200	1983-01-14	302	A
USGS	11523200	1983-01-15	344	A
USGS	11523200	1983-01-16	436	A
USGS	11523200	1983-01-17	452	A
USGS	11523200	1983-01-18	829	A
USGS	11523200	1983-01-19	710	A
USGS	11523200	1983-01-20	551	A
USGS	11523200	1983-01-21	463	A
USGS	11523200	1983-01-22	424	A
USGS	11523200	1983-01-23	498	A
USGS	11523200	1983-01-24	1330	A
USGS	11523200	1983-01-25	891	A
USGS	11523200	1983-01-26	3060	A
USGS	11523200	1983-01-27	2520	A
USGS	11523200	1983-01-28	1090	A
USGS	11523200	1983-01-29	841	A
USGS	11523200	1983-01-30	684	A
USGS	11523200	1983-01-31	588	A
USGS	11523200	1983-02-01	510	A
USGS	11523200	1983-02-02	455	A
USGS	11523200	1983-02-03	418	A
USGS	11523200	1983-02-04	389	A
USGS	11523200	1983-02-05	371	A
USGS	11523200	1983-02-06	382	A
USGS	11523200	1983-02-07	375	A
USGS	11523200	1983-02-08	437	A
USGS	11523200	1983-02-09	665	A
USGS	11523200	1983-02-10	571	A
USGS	11523200	1983-02-11	557	A
USGS	11523200	1983-02-12	1310	A
USGS	11523200	1983-02-13	1010	A
USGS	11523200	1983-02-14	779	A
USGS	11523200	1983-02-15	704	A
USGS	11523200	1983-02-16	636	A
USGS	11523200	1983-02-17	635	A
USGS	11523200	1983-02-18	1400	A
USGS	11523200	1983-02-19	982	A
USGS	11523200	1983-02-20	755	A
USGS	11523200	1983-02-21	657	A
USGS	11523200	1983-02-22	623	A
USGS	11523200	1983-02-23	720	A
USGS	11523200	1983-02-24	780	A
USGS	11523200	1983-02-25	740	A
USGS	11523200	1983-02-26	667	A
USGS	11523200	1983-02-27	666	A
USGS	11523200	1983-02-28	850	A
USGS	11523200	1983-03-01	1930	A
USGS	11523200	1983-03-02	1730	A
USGS	11523200	1983-03-03	1330	A
USGS	11523200	1983-03-04	1100	A
USGS	11523200	1983-03-05	1130	A
USGS	11523200	1983-03-06	1050	A
USGS	11523200	1983-03-07	979	A
USGS	11523200	1983-03-08	970	A
USGS	11523200	1983-03-09	1250	A
USGS	11523200	1983-03-10	3060	A
USGS	11523200	1983-03-11	2030	A
USGS	11523200	1983-03-12	1770	A
USGS	11523200	1983-03-13	2630	A
USGS	11523200	1983-03-14	1830	A
USGS	11523200	1983-03-15	1370	A
USGS	11523200	1983-03-16	1150	A
USGS	11523200	1983-03-17	1030	A
USGS	11523200	1983-03-18	928	A
USGS	11523200	1983-03-19	865	A
USGS	11523200	1983-03-20	859	A
USGS	11523200	1983-03-21	852	A
USGS	11523200	1983-03-22	864	A
USGS	11523200	1983-03-23	835	A
USGS	11523200	1983-03-24	830	A
USGS	11523200	1983-03-25	764	A
USGS	11523200	1983-03-26	725	A
USGS	11523200	1983-03-27	728	A
USGS	11523200	1983-03-28	692	A
USGS	11523200	1983-03-29	753	A
USGS	11523200	1983-03-30	1260	A
USGS	11523200	1983-03-31	1410	A
USGS	11523200	1983-04-01	1150	A
USGS	11523200	1983-04-02	1080	A
USGS	11523200	1983-04-03	960	A
USGS	11523200	1983-04-04	860	A
USGS	11523200	1983-04-05	806	A
USGS	11523200	1983-04-06	782	A
USGS	11523200	1983-04-07	797	A
USGS	11523200	1983-04-08	863	A
USGS	11523200	1983-04-09	952	A
USGS	11523200	1983-04-10	926	A
USGS	11523200	1983-04-11	862	A
USGS	11523200	1983-04-12	789	A
USGS	11523200	1983-04-13	736	A
USGS	11523200	1983-04-14	699	A
USGS	11523200	1983-04-15	691	A
USGS	11523200	1983-04-16	754	A
USGS	11523200	1983-04-17	908	A
USGS	11523200	1983-04-18	1030	A
USGS	11523200	1983-04-19	1390	A
USGS	11523200	1983-04-20	1480	A
USGS	11523200	1983-04-21	1570	A
USGS	11523200	1983-04-22	1840	A
USGS	11523200	1983-04-23	1980	A
USGS	11523200	1983-04-24	1440	A
USGS	11523200	1983-04-25	1130	A
USGS	11523200	1983-04-26	973	A
USGS	11523200	1983-04-27	915	A
USGS	11523200	1983-04-28	933	A
USGS	11523200	1983-04-29	1030	A
USGS	11523200	1983-04-30	995	A
USGS	11523200	1983-05-01	924	A
USGS	11523200	1983-05-02	969	A
USGS	11523200	1983-05-03	1150	A
USGS	11523200	1983-05-04	1360	A
USGS	11523200	1983-05-05	1360	A
USGS	11523200	1983-05-06	1160	A
USGS	11523200	1983-05-07	1040	A
USGS	11523200	1983-05-08	1020	A
USGS	11523200	1983-05-09	936	A
USGS	11523200	1983-05-10	885	A
USGS	11523200	1983-05-11	900	A
USGS	11523200	1983-05-12	1020	A
USGS	11523200	1983-05-13	1180	A
USGS	11523200	1983-05-14	1380	A
USGS	11523200	1983-05-15	1630	A
USGS	11523200	1983-05-16	1640	A
USGS	11523200	1983-05-17	1710	A
USGS	11523200	1983-05-18	2110	A
USGS	11523200	1983-05-19	2590	A
USGS	11523200	1983-05-20	2970	A
USGS	11523200	1983-05-21	3410	A
USGS	11523200	1983-05-22	3750	A
USGS	11523200	1983-05-23	4060	A
USGS	11523200	1983-05-24	4330	A
USGS	11523200	1983-05-25	4460	A
USGS	11523200	1983-05-26	4490	A
USGS	11523200	1983-05-27	4770	A
USGS	11523200	1983-05-28	4700	A
USGS	11523200	1983-05-29	5060	A
USGS	11523200	1983-05-30	4320	A
USGS	11523200	1983-05-31	3540	A
USGS	11523200	1983-06-01	2710	A
USGS	11523200	1983-06-02	2260	A
USGS	11523200	1983-06-03	2450	A
USGS	11523200	1983-06-04	2550	A
USGS	11523200	1983-06-05	2550	A
USGS	11523200	1983-06-06	2600	A
USGS	11523200	1983-06-07	2620	A
USGS	11523200	1983-06-08	2650	A
USGS	11523200	1983-06-09	2680	A
USGS	11523200	1983-06-10	2640	A
USGS	11523200	1983-06-11	2510	A
USGS	11523200	1983-06-12	2460	A
USGS	11523200	1983-06-13	2260	A
USGS	11523200	1983-06-14	2070	A
USGS	11523200	1983-06-15	1950	A
USGS	11523200	1983-06-16	1840	A
USGS	11523200	1983-06-17	1780	A
USGS	11523200	1983-06-18	1680	A
USGS	11523200	1983-06-19	1570	A
USGS	11523200	1983-06-20	1520	A
USGS	11523200	1983-06-21	1510	A
USGS	11523200	1983-06-22	1490	A
USGS	11523200	1983-06-23	1440	A
USGS	11523200	1983-06-24	1420	A
USGS	11523200	1983-06-25	1410	A
USGS	11523200	1983-06-26	1470	A
USGS	11523200	1983-06-27	1530	A
USGS	11523200	1983-06-28	1440	A
USGS	11523200	1983-06-29	1380	A
USGS	11523200	1983-06-30	1230	A
USGS	11523200	1983-07-01	1570	A
USGS	11523200	1983-07-02	1430	A
USGS	11523200	1983-07-03	1220	A
USGS	11523200	1983-07-04	1270	A
USGS	11523200	1983-07-05	1360	A
USGS	11523200	1983-07-06	1290	A
USGS	11523200	1983-07-07	1060	A
USGS	11523200	1983-07-08	876	A
USGS	11523200	1983-07-09	793	A
USGS	11523200	1983-07-10	772	A
USGS	11523200	1983-07-11	814	A
USGS	11523200	1983-07-12	920	A
USGS	11523200	1983-07-13	995	A
USGS	11523200	1983-07-14	933	A
USGS	11523200	1983-07-15	774	A
USGS	11523200	1983-07-16	684	A
USGS	11523200	1983-07-17	624	A
USGS	11523200	1983-07-18	584	A
USGS	11523200	1983-07-19	556	A
USGS	11523200	1983-07-20	532	A
USGS	11523200	1983-07-21	527	A
USGS	11523200	1983-07-22	531	A
USGS	11523200	1983-07-23	528	A
USGS	11523200	1983-07-24	516	A
USGS	11523200	1983-07-25	481	A
USGS	11523200	1983-07-26	439	A
USGS	11523200	1983-07-27	421	A
USGS	11523200	1983-07-28	413	A
USGS	11523200	1983-07-29	413	A
USGS	11523200	1983-07-30	407	A
USGS	11523200	1983-07-31	386	A
USGS	11523200	1983-08-01	360	A
USGS	11523200	1983-08-02	336	A
USGS	11523200	1983-08-03	320	A
USGS	11523200	1983-08-04	298	A
USGS	11523200	1983-08-05	274	A
USGS	11523200	1983-08-06	256	A
USGS	11523200	1983-08-07	247	A
USGS	11523200	1983-08-08	241	A
USGS	11523200	1983-08-09	234	A
USGS	11523200	1983-08-10	221	A
USGS	11523200	1983-08-11	209	A
USGS	11523200	1983-08-12	198	A
USGS	11523200	1983-08-13	191	A
USGS	11523200	1983-08-14	186	A
USGS	11523200	1983-08-15	179	A
USGS	11523200	1983-08-16	177	A
USGS	11523200	1983-08-17	172	A
USGS	11523200	1983-08-18	162	A
USGS	11523200	1983-08-19	160	A
USGS	11523200	1983-08-20	165	A
USGS	11523200	1983-08-21	162	A
USGS	11523200	1983-08-22	186	A
USGS	11523200	1983-08-23	174	A
USGS	11523200	1983-08-24	158	A
USGS	11523200	1983-08-25	171	A
USGS	11523200	1983-08-26	150	A
USGS	11523200	1983-08-27	140	A
USGS	11523200	1983-08-28	135	A
USGS	11523200	1983-08-29	129	A
USGS	11523200	1983-08-30	197	A
USGS	11523200	1983-08-31	178	A
USGS	11523200	1983-09-01	181	A
USGS	11523200	1983-09-02	148	A
USGS	11523200	1983-09-03	134	A
USGS	11523200	1983-09-04	123	A
USGS	11523200	1983-09-05	117	A
USGS	11523200	1983-09-06	112	A
USGS	11523200	1983-09-07	109	A
USGS	11523200	1983-09-08	105	A
USGS	11523200	1983-09-09	102	A
USGS	11523200	1983-09-10	98.0	A
USGS	11523200	1983-09-11	98.0	A
USGS	11523200	1983-09-12	96.0	A
USGS	11523200	1983-09-13	94.0	A
USGS	11523200	1983-09-14	93.0	A
USGS	11523200	1983-09-15	91.0	A
USGS	11523200	1983-09-16	89.0	A
USGS	11523200	1983-09-17	88.0	A
USGS	11523200	1983-09-18	87.0	A
USGS	11523200	1983-09-19	87.0	A
USGS	11523200	1983-09-20	85.0	A
USGS	11523200	1983-09-21	83.0	A
USGS	11523200	1983-09-22	93.0	A
USGS	11523200	1983-09-23	142	A
USGS	11523200	1983-09-24	108	A
USGS	11523200	1983-09-25	99.0	A
USGS	11523200	1983-09-26	95.0	A
USGS	11523200	1983-09-27	91.0	A
USGS	11523200	1983-09-28	91.0	A
USGS	11523200	1983-09-29	91.0	A
USGS	11523200	1983-09-30	97.0	A
USGS	11523200	1983-10-01	100	A
USGS	11523200	1983-10-02	98.0	A
USGS	11523200	1983-10-03	93.0	A
USGS	11523200	1983-10-04	89.0	A
USGS	11523200	1983-10-05	87.0	A
USGS	11523200	1983-10-06	84.0	A
USGS	11523200	1983-10-07	84.0	A
USGS	11523200	1983-10-08	83.0	A
USGS	11523200	1983-10-09	84.0	A
USGS	11523200	1983-10-10	90.0	A
USGS	11523200	1983-10-11	87.0	A
USGS	11523200	1983-10-12	83.0	A
USGS	11523200	1983-10-13	81.0	A
USGS	11523200	1983-10-14	80.0	A
USGS	11523200	1983-10-15	80.0	A
USGS	11523200	1983-10-16	79.0	A
USGS	11523200	1983-10-17	78.0	A
USGS	11523200	1983-10-18	77.0	A
USGS	11523200	1983-10-19	77.0	A
USGS	11523200	1983-10-20	75.0	A
USGS	11523200	1983-10-21	75.0	A
USGS	11523200	1983-10-22	74.0	A
USGS	11523200	1983-10-23	84.0	A
USGS	11523200	1983-10-24	83.0	A
USGS	11523200	1983-10-25	77.0	A
USGS	11523200	1983-10-26	75.0	A
USGS	11523200	1983-10-27	74.0	A
USGS	11523200	1983-10-28	74.0	A
USGS	11523200	1983-10-29	74.0	A
USGS	11523200	1983-10-30	188	A
USGS	11523200	1983-10-31	208	A
USGS	11523200	1983-11-01	591	A
USGS	11523200	1983-11-02	264	A
USGS	11523200	1983-11-03	201	A
USGS	11523200	1983-11-04	270	A
USGS	11523200	1983-11-05	196	A
USGS	11523200	1983-11-06	249	A
USGS	11523200	1983-11-07	227	A
USGS	11523200	1983-11-08	182	A
USGS	11523200	1983-11-09	186	A
USGS	11523200	1983-11-10	1500	A
USGS	11523200	1983-11-11	896	A
USGS	11523200	1983-11-12	1010	A
USGS	11523200	1983-11-13	760	A
USGS	11523200	1983-11-14	533	A
USGS	11523200	1983-11-15	434	A
USGS	11523200	1983-11-16	487	A
USGS	11523200	1983-11-17	1080	A
USGS	11523200	1983-11-18	664	A
USGS	11523200	1983-11-19	542	A
USGS	11523200	1983-11-20	454	A
USGS	11523200	1983-11-21	391	A
USGS	11523200	1983-11-22	353	A
USGS	11523200	1983-11-23	328	A
USGS	11523200	1983-11-24	344	A
USGS	11523200	1983-11-25	313	A
USGS	11523200	1983-11-26	290	A
USGS	11523200	1983-11-27	280	A
USGS	11523200	1983-11-28	282	A
USGS	11523200	1983-11-29	276	A
USGS	11523200	1983-11-30	273	A
USGS	11523200	1983-12-01	278	A
USGS	11523200	1983-12-02	295	A
USGS	11523200	1983-12-03	381	A
USGS	11523200	1983-12-04	352	A
USGS	11523200	1983-12-05	326	A
USGS	11523200	1983-12-06	322	A
USGS	11523200	1983-12-07	389	A
USGS	11523200	1983-12-08	408	A
USGS	11523200	1983-12-09	2090	A
USGS	11523200	1983-12-10	1410	A
USGS	11523200	1983-12-11	1160	A
USGS	11523200	1983-12-12	855	A
USGS	11523200	1983-12-13	664	A
USGS	11523200	1983-12-14	722	A
USGS	11523200	1983-12-15	980	A
USGS	11523200	1983-12-16	1030	A
USGS	11523200	1983-12-17	922	A
USGS	11523200	1983-12-18	761	A
USGS	11523200	1983-12-19	658	A
USGS	11523200	1983-12-20	575	A
USGS	11523200	1983-12-21	518	A
USGS	11523200	1983-12-22	456	A
USGS	11523200	1983-12-23	445	A
USGS	11523200	1983-12-24	461	A
USGS	11523200	1983-12-25	1290	A
USGS	11523200	1983-12-26	1550	A
USGS	11523200	1983-12-27	1020	A
USGS	11523200	1983-12-28	797	A
USGS	11523200	1983-12-29	704	A
USGS	11523200	1983-12-30	860	A
USGS	11523200	1983-12-31	771	A
USGS	11523200	1984-01-01	675	A
USGS	11523200	1984-01-02	624	A
USGS	11523200	1984-01-03	688	A
USGS	11523200	1984-01-04	961	A
USGS	11523200	1984-01-05	1200	A
USGS	11523200	1984-01-06	1250	A
USGS	11523200	1984-01-07	1110	A
USGS	11523200	1984-01-08	914	A
USGS	11523200	1984-01-09	782	A
USGS	11523200	1984-01-10	697	A
USGS	11523200	1984-01-11	633	A
USGS	11523200	1984-01-12	574	A
USGS	11523200	1984-01-13	535	A
USGS	11523200	1984-01-14	492	A
USGS	11523200	1984-01-15	471	A
USGS	11523200	1984-01-16	442	A
USGS	11523200	1984-01-17	416	A
USGS	11523200	1984-01-18	399	A
USGS	11523200	1984-01-19	385	A
USGS	11523200	1984-01-20	370	A
USGS	11523200	1984-01-21	362	A
USGS	11523200	1984-01-22	350	A
USGS	11523200	1984-01-23	335	A
USGS	11523200	1984-01-24	340	A
USGS	11523200	1984-01-25	365	A
USGS	11523200	1984-01-26	368	A
USGS	11523200	1984-01-27	367	A
USGS	11523200	1984-01-28	369	A
USGS	11523200	1984-01-29	377	A
USGS	11523200	1984-01-30	380	A
USGS	11523200	1984-01-31	387	A
USGS	11523200	1984-02-01	394	A
USGS	11523200	1984-02-02	398	A
USGS	11523200	1984-02-03	398	A
USGS	11523200	1984-02-04	406	A
USGS	11523200	1984-02-05	424	A
USGS	11523200	1984-02-06	423	A
USGS	11523200	1984-02-07	418	A
USGS	11523200	1984-02-08	411	A
USGS	11523200	1984-02-09	459	A
USGS	11523200	1984-02-10	437	A
USGS	11523200	1984-02-11	413	A
USGS	11523200	1984-02-12	402	A
USGS	11523200	1984-02-13	477	A
USGS	11523200	1984-02-14	424	A
USGS	11523200	1984-02-15	409	A
USGS	11523200	1984-02-16	389	A
USGS	11523200	1984-02-17	367	A
USGS	11523200	1984-02-18	359	A
USGS	11523200	1984-02-19	355	A
USGS	11523200	1984-02-20	400	A
USGS	11523200	1984-02-21	484	A
USGS	11523200	1984-02-22	438	A
USGS	11523200	1984-02-23	412	A
USGS	11523200	1984-02-24	403	A
USGS	11523200	1984-02-25	382	A
USGS	11523200	1984-02-26	368	A
USGS	11523200	1984-02-27	364	A
USGS	11523200	1984-02-28	362	A
USGS	11523200	1984-02-29	360	A
USGS	11523200	1984-03-01	371	A
USGS	11523200	1984-03-02	385	A
USGS	11523200	1984-03-03	379	A
USGS	11523200	1984-03-04	378	A
USGS	11523200	1984-03-05	383	A
USGS	11523200	1984-03-06	402	A
USGS	11523200	1984-03-07	423	A
USGS	11523200	1984-03-08	450	A
USGS	11523200	1984-03-09	473	A
USGS	11523200	1984-03-10	494	A
USGS	11523200	1984-03-11	503	A
USGS	11523200	1984-03-12	484	A
USGS	11523200	1984-03-13	860	A
USGS	11523200	1984-03-14	889	A
USGS	11523200	1984-03-15	828	A
USGS	11523200	1984-03-16	737	A
USGS	11523200	1984-03-17	658	A
USGS	11523200	1984-03-18	613	A
USGS	11523200	1984-03-19	686	A
USGS	11523200	1984-03-20	889	A
USGS	11523200	1984-03-21	977	A
USGS	11523200	1984-03-22	793	A
USGS	11523200	1984-03-23	744	A
USGS	11523200	1984-03-24	735	A
USGS	11523200	1984-03-25	690	A
USGS	11523200	1984-03-26	775	A
USGS	11523200	1984-03-27	761	A
USGS	11523200	1984-03-28	717	A
USGS	11523200	1984-03-29	694	A
USGS	11523200	1984-03-30	639	A
USGS	11523200	1984-03-31	607	A
USGS	11523200	1984-04-01	553	A
USGS	11523200	1984-04-02	519	A
USGS	11523200	1984-04-03	515	A
USGS	11523200	1984-04-04	542	A
USGS	11523200	1984-04-05	584	A
USGS	11523200	1984-04-06	568	A
USGS	11523200	1984-04-07	536	A
USGS	11523200	1984-04-08	651	A
USGS	11523200	1984-04-09	577	A
USGS	11523200	1984-04-10	552	A
USGS	11523200	1984-04-11	515	A
USGS	11523200	1984-04-12	504	A
USGS	11523200	1984-04-13	512	A
USGS	11523200	1984-04-14	611	A
USGS	11523200	1984-04-15	906	A
USGS	11523200	1984-04-16	1170	A
USGS	11523200	1984-04-17	1040	A
USGS	11523200	1984-04-18	950	A
USGS	11523200	1984-04-19	779	A
USGS	11523200	1984-04-20	672	A
USGS	11523200	1984-04-21	640	A
USGS	11523200	1984-04-22	736	A
USGS	11523200	1984-04-23	891	A
USGS	11523200	1984-04-24	878	A
USGS	11523200	1984-04-25	747	A
USGS	11523200	1984-04-26	658	A
USGS	11523200	1984-04-27	599	A
USGS	11523200	1984-04-28	580	A
USGS	11523200	1984-04-29	609	A
USGS	11523200	1984-04-30	647	A
USGS	11523200	1984-05-01	712	A
USGS	11523200	1984-05-02	740	A
USGS	11523200	1984-05-03	859	A
USGS	11523200	1984-05-04	901	A
USGS	11523200	1984-05-05	852	A
USGS	11523200	1984-05-06	799	A
USGS	11523200	1984-05-07	840	A
USGS	11523200	1984-05-08	1070	A
USGS	11523200	1984-05-09	1180	A
USGS	11523200	1984-05-10	1050	A
USGS	11523200	1984-05-11	1760	A
USGS	11523200	1984-05-12	1680	A
USGS	11523200	1984-05-13	1530	A
USGS	11523200	1984-05-14	1300	A
USGS	11523200	1984-05-15	935	A
USGS	11523200	1984-05-16	808	A
USGS	11523200	1984-05-17	780	A
USGS	11523200	1984-05-18	808	A
USGS	11523200	1984-05-19	982	A
USGS	11523200	1984-05-20	1060	A
USGS	11523200	1984-05-21	929	A
USGS	11523200	1984-05-22	931	A
USGS	11523200	1984-05-23	1020	A
USGS	11523200	1984-05-24	853	A
USGS	11523200	1984-05-25	829	A
USGS	11523200	1984-05-26	854	A
USGS	11523200	1984-05-27	808	A
USGS	11523200	1984-05-28	893	A
USGS	11523200	1984-05-29	973	A
USGS	11523200	1984-05-30	918	A
USGS	11523200	1984-05-31	739	A
USGS	11523200	1984-06-01	598	A
USGS	11523200	1984-06-02	559	A
USGS	11523200	1984-06-03	524	A
USGS	11523200	1984-06-04	520	A
